Telstra ID,Ticket Type,Cycle Status,Service,Assignment Group,Reporting Region,Priority,CEC,Open Date Time,Assignee,Resolved/Closed Date,Category,Status,Parent ID,Site Name,Update Time,Known Error
INC-0119,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,,2,ZX2,1/11/2022,Jane Doe,,Incident,Open,,Site Name 84,09/11/2022 00:00,
INC-0120,Incident,Closed,Video,PROCESS VIDEO SERVICES,,3,9GF,1/11/2022,,9/11/2022 17:17,Incident,Closed,,Site Name 85,09/11/2022 17:17,
INC-0121,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,2,JD63,2/11/2022,,,Incident,Open,,Site Name 86,22/11/2022 00:00,
INC-0122,Incident,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX56,2/11/2022,Jane.Doe@domain.com,,Incident,Open,,Site Name 85,16/11/2022 00:00,
INC-0123,Incident,Suspended,Video,PROCESS MOBILES SERVCES,,,5AD,2/11/2022,Jane Doe,10/11/2022 11:17,Incident,Closed,,Site Name 84,10/11/2022 11:17,
INC-0124,Incident,Closed,Voice,PROCESS MOBILES SERVCES,,2,5AD,2/11/2022,Jane.Doe@domain.com,,Incident,Open,,,04/11/2022 00:00,
INC-0125,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX56,3/11/2022,Jane Doe,10/11/2022 17:17,Incident,Closed,,,10/11/2022 17:17,
INC-0126,Incident,Closed,Video,PROCESS VIDEO SERVICES,,2,JD63,3/11/2022,,9/11/2022 12:29,Incident,Closed,,,09/11/2022 12:29,
INC-0127,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,4,9GF,3/11/2022,,,Incident,Open,,0,04/11/2022 00:00,
INC-0128,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX2,3/11/2022,John Doe,10/11/2022 0:29,Incident,Closed,,0,10/11/2022 00:29,
INC-0129,Incident,Suspended,Video,PROCESS VOICE SERVICES,,2,ZX2,4/11/2022,Jane.Doe@domain.com,,Incident,Open,,Site Name 85,27/11/2022 00:00,
INC-0130,Incident,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD63,4/11/2022,Jane Doe,9/11/2022 12:29,Incident,Closed,,Site Name 86,09/11/2022 12:29,
INC-0131,Incident,Opened,Mobile,PROCESS VOICE SERVICES,,3,5AD,4/11/2022,John.Doe@domain.com,9/11/2022 12:29,Incident,Closed,,Site Name 87,09/11/2022 12:29,
INC-0132,Incident,Closed,Video,PROCESS VOICE SERVICES,,4,ZX2,4/11/2022,Jane Doe,,Incident,Open,,Site Name 86,14/11/2022 00:00,
INC-0133,Incident,Suspended,Voice,PROCESS VIDEO SERVICES,,3,JD63,5/11/2022,Jane.Doe@domain.com,10/11/2022 0:29,Incident,Closed,,Site Name 85,10/11/2022 00:29,
INC-0134,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX2,5/11/2022,Jane Doe,,Incident,Open,,,06/11/2022 00:00,
INC-0135,Incident,Suspended,Video,PROCESS VIDEO SERVICES,,,9GF,5/11/2022,Jane.Doe@domain.com,10/11/2022 17:17,Incident,Closed,,,10/11/2022 17:17,
INC-0136,Incident,Closed,Voice,PROCESS VIDEO SERVICES,,3,JD64,5/11/2022,Jane Doe,,Incident,Open,,,28/11/2022 00:00,
INC-0137,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX57,6/11/2022,,,Incident,Open,,0,09/11/2022 00:00,
INC-0138,Incident,Closed,Video,PROCESS VOICE SERVICES,,3,5AD,6/11/2022,,11/11/2022 11:17,Incident,Closed,,0,11/11/2022 11:17,
INC-0139,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,2,5AD,6/11/2022,Jane.Doe@domain.com,,Incident,Open,,Site Name 86,13/11/2022 00:00,
INC-0140,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX57,6/11/2022,Jane Doe,11/11/2022 17:17,Incident,Closed,,Site Name 87,11/11/2022 17:17,
INC-0141,Incident,Suspended,Video,PROCESS MOBILES SERVCES,,3,JD64,7/11/2022,Jane.Doe@domain.com,10/11/2022 12:29,Incident,Closed,,Site Name 88,10/11/2022 12:29,
INC-0142,Incident,Closed,Voice,PROCESS VIDEO SERVICES,,3,9GF,7/11/2022,Jane Doe,,Incident,Open,,Site Name 87,13/11/2022 00:00,
INC-0143,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX2,7/11/2022,,11/11/2022 0:29,Incident,Closed,,Site Name 86,11/11/2022 00:29,
INC-0144,Incident,Closed,Video,PROCESS MOBILES SERVCES,,2,ZX2,7/11/2022,,,Incident,Open,,,12/11/2022 00:00,
INC-0145,Incident,Suspended,Voice,PROCESS VOICE SERVICES,,4,JD64,8/11/2022,John Doe,10/11/2022 12:29,Incident,Closed,,,10/11/2022 12:29,
INC-0146,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,,5AD,8/11/2022,Jane.Doe@domain.com,10/11/2022 12:29,Incident,Closed,,,10/11/2022 12:29,
INC-0147,Incident,Suspended,Video,PROCESS VOICE SERVICES,,,ZX2,8/11/2022,Jane Doe,,Incident,Open,,0,16/11/2022 00:00,
INC-0148,Incident,Closed,Voice,PROCESS VOICE SERVICES,,4,JD64,8/11/2022,John.Doe@domain.com,11/11/2022 0:29,Incident,Closed,,0,11/11/2022 00:29,
INC-0149,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,,2,ZX2,9/11/2022,Jane Doe,,Incident,Open,,Site Name 87,15/11/2022 00:00,
INC-0150,Incident,Closed,Video,PROCESS MOBILES SERVCES,,4,9GF,9/11/2022,Jane.Doe@domain.com,11/11/2022 17:17,Incident,Closed,,Site Name 88,11/11/2022 17:17,
INC-0151,Incident,Suspended,Voice,PROCESS VIDEO SERVICES,,3,JD65,9/11/2022,Jane Doe,,Incident,Open,,Site Name 89,22/11/2022 00:00,
INC-0152,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX58,9/11/2022,Jane.Doe@domain.com,,Incident,Open,,Site Name 88,12/11/2022 00:00,
INC-0153,Incident,Suspended,Video,PROCESS MOBILES SERVCES,,4,5AD,10/11/2022,Jane Doe,12/11/2022 11:17,Incident,Closed,,Site Name 87,12/11/2022 11:17,
INC-0154,Incident,Closed,Voice,PROCESS VOICE SERVICES,,4,5AD,10/11/2022,,,Incident,Open,,,15/11/2022 00:00,
INC-0155,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX58,10/11/2022,,12/11/2022 17:17,Incident,Closed,,,12/11/2022 17:17,
INC-0156,Incident,Closed,Video,PROCESS MOBILES SERVCES,,3,JD65,10/11/2022,Jane.Doe@domain.com,11/11/2022 12:29,Incident,Closed,,,11/11/2022 12:29,
INC-0157,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,2,9GF,11/11/2022,Jane Doe,,Incident,Open,,0,30/11/2022 00:00,
INC-0158,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,,,ZX2,11/11/2022,Jane.Doe@domain.com,12/11/2022 0:29,Incident,Closed,,0,12/11/2022 00:29,
INC-0159,Incident,Suspended,Video,PROCESS MOBILES SERVCES,,,ZX2,11/11/2022,Jane Doe,,Incident,Open,,Site Name 88,15/11/2022 00:00,
INC-0160,Incident,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD65,11/11/2022,,11/11/2022 12:29,Incident,Closed,,Site Name 89,11/11/2022 12:29,
INC-0161,Incident,Opened,Mobile,PROCESS VOICE SERVICES,,3,5AD,12/11/2022,,11/11/2022 12:29,Incident,Closed,,Site Name 90,11/11/2022 12:29,
INC-0162,Incident,Closed,Video,PROCESS MOBILES SERVCES,,2,ZX2,12/11/2022,John Doe,,Incident,Open,,Site Name 89,27/11/2022 00:00,
INC-0163,Incident,Suspended,Voice,PROCESS VOICE SERVICES,,4,JD65,12/11/2022,Jane.Doe@domain.com,12/11/2022 0:29,Incident,Closed,,Site Name 88,12/11/2022 00:29,
INC-0164,Incident,Opened,Mobile,PROCESS VOICE SERVICES,,4,ZX2,12/11/2022,Jane Doe,,Incident,Open,,,13/11/2022 00:00,
INC-0165,Incident,Suspended,Video,PROCESS VIDEO SERVICES,,2,9GF,13/11/2022,John.Doe@domain.com,12/11/2022 17:17,Incident,Closed,,,12/11/2022 17:17,
INC-0166,Incident,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD66,13/11/2022,Jane Doe,,Incident,Open,,,14/11/2022 00:00,
INC-0167,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX59,13/11/2022,Jane.Doe@domain.com,,Incident,Open,,0,29/11/2022 00:00,
INC-0168,Incident,Closed,Video,PROCESS VIDEO SERVICES,,4,5AD,13/11/2022,Jane Doe,13/11/2022 11:17,Incident,Closed,,0,13/11/2022 11:17,
INC-0169,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,3,5AD,14/11/2022,Jane.Doe@domain.com,,Incident,Open,,Site Name 89,23/11/2022 00:00,
INC-0170,Incident,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX59,14/11/2022,Jane Doe,13/11/2022 17:17,Incident,Closed,,Site Name 90,13/11/2022 17:17,
INC-0171,Incident,Suspended,Video,PROCESS MOBILES SERVCES,,,JD66,14/11/2022,,12/11/2022 12:29,Incident,Closed,,Site Name 91,12/11/2022 12:29,
INC-0172,Incident,Closed,Voice,PROCESS MOBILES SERVCES,,3,9GF,14/11/2022,,,Incident,Open,,Site Name 90,23/11/2022 00:00,
INC-0173,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX2,15/11/2022,Jane.Doe@domain.com,13/11/2022 0:29,Incident,Closed,,Site Name 89,13/11/2022 00:29,
INC-0174,Incident,Closed,Video,PROCESS VIDEO SERVICES,,3,ZX2,15/11/2022,Jane Doe,,Incident,Open,,,04/12/2022 00:00,
INC-0175,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,2,JD66,15/11/2022,Jane.Doe@domain.com,12/11/2022 12:29,Incident,Closed,,,12/11/2022 12:29,
INC-0176,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,2,5AD,15/11/2022,Jane Doe,12/11/2022 12:29,Incident,Closed,,,12/11/2022 12:29,
INC-0177,Incident,Suspended,Video,PROCESS VOICE SERVICES,,3,ZX2,16/11/2022,,,Incident,Open,,0,17/11/2022 00:00,
INC-0178,Incident,Closed,Voice,PROCESS MOBILES SERVCES,,3,JD66,16/11/2022,,13/11/2022 0:29,Incident,Closed,,0,13/11/2022 00:29,
INC-0179,Incident,Opened,Mobile,PROCESS VOICE SERVICES,,4,ZX2,16/11/2022,John Doe,,Incident,Open,,Site Name 90,18/11/2022 00:00,
INC-0180,Incident,Closed,Video,PROCESS VOICE SERVICES,,2,9GF,16/11/2022,Jane.Doe@domain.com,13/11/2022 17:17,Incident,Closed,,Site Name 91,13/11/2022 17:17,
INC-0181,Incident,Suspended,Voice,PROCESS VIDEO SERVICES,,4,JD67,17/11/2022,Jane Doe,,Incident,Open,,Site Name 92,05/12/2022 00:00,
INC-0182,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX60,17/11/2022,John.Doe@domain.com,,Incident,Open,,Site Name 91,02/12/2022 00:00,
INC-0183,Incident,Suspended,Video,PROCESS VIDEO SERVICES,,,5AD,17/11/2022,Jane Doe,14/11/2022 11:17,Incident,Closed,,Site Name 90,14/11/2022 11:17,
INC-0184,Incident,Closed,Voice,PROCESS VIDEO SERVICES,,4,5AD,17/11/2022,Jane.Doe@domain.com,,Incident,Open,,,28/11/2022 00:00,
INC-0185,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX60,18/11/2022,Jane Doe,14/11/2022 17:17,Incident,Closed,,,14/11/2022 17:17,
INC-0186,Incident,Closed,Video,PROCESS VOICE SERVICES,,4,JD67,18/11/2022,Jane.Doe@domain.com,13/11/2022 12:29,Incident,Closed,,,13/11/2022 12:29,
INC-0187,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,3,9GF,18/11/2022,Jane Doe,,Incident,Open,,0,10/12/2022 00:00,
INC-0188,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX2,18/11/2022,,14/11/2022 0:29,Incident,Closed,,0,14/11/2022 00:29,
INC-0189,Incident,Suspended,Video,PROCESS MOBILES SERVCES,,4,ZX2,19/11/2022,,,Incident,Open,,Site Name 91,10/12/2022 00:00,
INC-0190,Incident,Closed,Voice,PROCESS VIDEO SERVICES,,4,JD67,19/11/2022,Jane.Doe@domain.com,13/11/2022 12:29,Incident,Closed,,Site Name 92,13/11/2022 12:29,
INC-0191,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,2,5AD,19/11/2022,Jane Doe,13/11/2022 12:29,Incident,Closed,,Site Name 93,13/11/2022 12:29,
INC-0192,Incident,Closed,Video,PROCESS MOBILES SERVCES,,3,ZX2,19/11/2022,Jane.Doe@domain.com,,Incident,Open,,Site Name 92,27/11/2022 00:00,
INC-0193,Incident,Suspended,Voice,PROCESS VOICE SERVICES,,2,JD67,20/11/2022,Jane Doe,14/11/2022 0:29,Incident,Closed,,Site Name 91,14/11/2022 00:29,
INC-0194,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX2,20/11/2022,,,Incident,Open,,,21/11/2022 00:00,
INC-0195,Incident,Suspended,Video,PROCESS VOICE SERVICES,,,9GF,20/11/2022,,14/11/2022 17:17,Incident,Closed,,,14/11/2022 17:17,
INC-0196,Incident,Closed,Voice,PROCESS VOICE SERVICES,,2,JD68,20/11/2022,John Doe,,Incident,Open,,,09/12/2022 00:00,
INC-0197,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX61,21/11/2022,Jane.Doe@domain.com,,Incident,Open,,0,03/12/2022 00:00,
INC-0198,Incident,Closed,Video,PROCESS MOBILES SERVCES,,2,5AD,21/11/2022,Jane Doe,15/11/2022 11:17,Incident,Closed,,0,15/11/2022 11:17,
INC-0199,Incident,Suspended,Voice,PROCESS VIDEO SERVICES,,4,5AD,21/11/2022,John.Doe@domain.com,,Incident,Open,,Site Name 92,02/12/2022 00:00,
INC-0200,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX61,21/11/2022,Jane Doe,15/11/2022 17:17,Incident,Closed,,Site Name 93,15/11/2022 17:17,
INC-0201,Incident,Suspended,Video,PROCESS MOBILES SERVCES,,2,JD68,22/11/2022,Jane.Doe@domain.com,14/11/2022 12:29,Incident,Closed,,Site Name 94,14/11/2022 12:29,
INC-0202,Incident,Closed,Voice,PROCESS VOICE SERVICES,,2,9GF,22/11/2022,Jane Doe,,Incident,Open,,Site Name 93,09/12/2022 00:00,
INC-0203,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX2,22/11/2022,Jane.Doe@domain.com,15/11/2022 0:29,Incident,Closed,,Site Name 92,15/11/2022 00:29,
INC-0204,Incident,Closed,Video,PROCESS MOBILES SERVCES,,4,ZX2,22/11/2022,Jane Doe,,Incident,Open,,,02/12/2022 00:00,
INC-0205,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,3,JD68,23/11/2022,,14/11/2022 12:29,Incident,Closed,,,14/11/2022 12:29,
INC-0206,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,,,5AD,23/11/2022,,14/11/2022 12:29,Incident,Closed,,,14/11/2022 12:29,
INC-0207,Incident,Suspended,Video,PROCESS MOBILES SERVCES,,,ZX2,23/11/2022,Jane.Doe@domain.com,,Incident,Open,,0,26/11/2022 00:00,
INC-0208,Incident,Closed,Voice,PROCESS MOBILES SERVCES,,3,JD68,23/11/2022,Jane Doe,15/11/2022 0:29,Incident,Closed,,0,15/11/2022 00:29,
INC-0209,Incident,Opened,Mobile,PROCESS VOICE SERVICES,,4,ZX2,24/11/2022,Jane.Doe@domain.com,,Incident,Open,,Site Name 93,17/12/2022 00:00,
INC-0210,Incident,Closed,Video,PROCESS MOBILES SERVCES,,3,9GF,24/11/2022,Jane Doe,15/11/2022 17:17,Incident,Closed,,Site Name 94,15/11/2022 17:17,
INC-0211,Incident,Suspended,Voice,PROCESS VOICE SERVICES,,2,JD69,24/11/2022,,,Incident,Open,,Site Name 95,09/12/2022 00:00,
INC-0212,Incident,Opened,Mobile,PROCESS VOICE SERVICES,,2,ZX62,24/11/2022,,,Incident,Open,,Site Name 94,10/12/2022 00:00,
INC-0213,Incident,Suspended,Video,PROCESS VIDEO SERVICES,,3,5AD,25/11/2022,John Doe,16/11/2022 11:17,Incident,Closed,,Site Name 93,16/11/2022 11:17,
INC-0214,Incident,Closed,Voice,PROCESS MOBILES SERVCES,,3,5AD,25/11/2022,Jane.Doe@domain.com,,Incident,Open,,,15/12/2022 00:00,
INC-0215,Incident,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX62,25/11/2022,Jane Doe,16/11/2022 17:17,Incident,Closed,,,16/11/2022 17:17,
INC-0216,Incident,Closed,Video,PROCESS VIDEO SERVICES,,2,JD69,25/11/2022,John.Doe@domain.com,15/11/2022 12:29,Incident,Closed,,,15/11/2022 12:29,
INC-0217,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,4,9GF,26/11/2022,Jane Doe,,Incident,Open,,0,12/12/2022 00:00,
INC-0218,Incident,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX2,26/11/2022,Jane.Doe@domain.com,16/11/2022 0:29,Incident,Closed,,0,16/11/2022 00:29,
INC-0219,Incident,Suspended,Video,PROCESS MOBILES SERVCES,,,ZX2,26/11/2022,Jane Doe,,Incident,Open,,Site Name 94,03/12/2022 00:00,
INC-0220,Incident,Closed,Voice,PROCESS MOBILES SERVCES,,4,JD69,26/11/2022,Jane.Doe@domain.com,15/11/2022 12:29,Incident,Closed,,Site Name 95,15/11/2022 12:29,
INC-0221,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,2,5AD,27/11/2022,Jane Doe,15/11/2022 12:29,Incident,Closed,,Site Name 96,15/11/2022 12:29,
INC-0222,Incident,Closed,Video,PROCESS VIDEO SERVICES,,4,ZX2,27/11/2022,,,Incident,Open,,Site Name 95,12/12/2022 00:00,
INC-0223,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,3,JD69,27/11/2022,,16/11/2022 0:29,Incident,Closed,,Site Name 94,16/11/2022 00:29,
INC-0224,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX2,27/11/2022,Jane.Doe@domain.com,,Incident,Open,,,15/12/2022 00:00,
INC-0225,Incident,Suspended,Video,PROCESS VOICE SERVICES,,4,9GF,28/11/2022,Jane Doe,16/11/2022 17:17,Incident,Closed,,,16/11/2022 17:17,
INC-0226,Incident,Closed,Voice,PROCESS MOBILES SERVCES,,4,JD70,28/11/2022,Jane.Doe@domain.com,,Incident,Open,,,08/12/2022 00:00,
INC-0227,Incident,Opened,Mobile,PROCESS VOICE SERVICES,,2,ZX63,28/11/2022,Jane Doe,,Incident,Open,,0,16/12/2022 00:00,
INC-0228,Incident,Closed,Video,PROCESS VOICE SERVICES,,3,5AD,28/11/2022,,17/11/2022 11:17,Incident,Closed,,0,17/11/2022 11:17,
INC-0229,Incident,Suspended,Voice,PROCESS VIDEO SERVICES,,2,5AD,29/11/2022,,,Incident,Open,,Site Name 95,02/12/2022 00:00,
INC-0230,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX63,29/11/2022,John Doe,17/11/2022 17:17,Incident,Closed,,Site Name 96,17/11/2022 17:17,
INC-0231,Incident,Suspended,Video,PROCESS VIDEO SERVICES,,,JD70,29/11/2022,Jane.Doe@domain.com,16/11/2022 12:29,Incident,Closed,,Site Name 97,16/11/2022 12:29,
INC-0232,Incident,Closed,Voice,PROCESS VIDEO SERVICES,,2,9GF,29/11/2022,Jane Doe,,Incident,Open,,Site Name 96,05/12/2022 00:00,
INC-0233,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX2,30/11/2022,John.Doe@domain.com,17/11/2022 0:29,Incident,Closed,,Site Name 95,17/11/2022 00:29,
INC-0234,Incident,Closed,Video,PROCESS VOICE SERVICES,,2,ZX2,30/11/2022,Jane Doe,,Incident,Open,,,17/12/2022 00:00,
INC-0235,Incident,Suspended,Voice,PROCESS MOBILES SERVCES,,4,JD70,30/11/2022,Jane.Doe@domain.com,16/11/2022 12:29,Incident,Closed,,,16/11/2022 12:29,
INC-0236,Incident,Opened,Mobile,PROCESS MOBILES SERVCES,,4,5AD,30/11/2022,Jane Doe,16/11/2022 12:29,Incident,Closed,,,16/11/2022 12:29,
Serv-0037,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,2,ZX2,24/6/2022,Jane.Doe@domain.com,,Service Request,Open,,0,06/07/2022 00:00,
Serv-0038,Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,2,JD70,24/6/2022,Jane Doe,6/10/2022 11:17,Service Request,Closed,,0,06/10/2022 11:17,
Serv-0039,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX2,24/6/2022,,,Service Request,Open,,Site Name 96,28/06/2022 00:00,
Serv-0040,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,4,9GF,24/6/2022,,6/10/2022 17:17,Service Request,Closed,,Site Name 97,06/10/2022 17:17,
Serv-0041,Service Request,Suspended,Voice,PROCESS VOICE SERVICES,,3,JD71,25/6/2022,Jane.Doe@domain.com,5/10/2022 12:29,Service Request,Closed,,Site Name 98,05/10/2022 12:29,
Serv-0042,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX64,25/6/2022,Jane Doe,6/10/2022 0:29,Service Request,Closed,,Site Name 97,06/10/2022 00:29,
Serv-0043,Service Request,Suspended,Video,PROCESS VOICE SERVICES,,,5AD,25/6/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 96,04/07/2022 00:00,
Serv-0044,Service Request,Closed,Voice,PROCESS VOICE SERVICES,,3,5AD,26/6/2022,Jane Doe,5/10/2022 12:29,Service Request,Closed,,,05/10/2022 12:29,
Serv-0045,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX64,26/6/2022,,5/10/2022 12:29,Service Request,Closed,,,05/10/2022 12:29,
Serv-0046,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,3,JD71,26/6/2022,,,Service Request,Open,,,07/07/2022 00:00,
Serv-0047,Service Request,Suspended,Voice,PROCESS VIDEO SERVICES,,2,9GF,26/6/2022,John Doe,6/10/2022 0:29,Service Request,Closed,,0,06/10/2022 00:29,
Serv-0048,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,2,ZX2,27/6/2022,Jane.Doe@domain.com,,Service Request,Open,,0,12/07/2022 00:00,
Serv-0049,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,3,ZX2,27/6/2022,Jane Doe,6/10/2022 17:17,Service Request,Closed,,Site Name 97,06/10/2022 17:17,
Serv-0050,Service Request,Closed,Voice,PROCESS VOICE SERVICES,,3,JD71,27/6/2022,John.Doe@domain.com,,Service Request,Open,,Site Name 98,03/07/2022 00:00,
Serv-0051,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,5AD,28/6/2022,Jane Doe,7/10/2022 11:17,Service Request,Closed,,Site Name 99,07/10/2022 11:17,
Serv-0052,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,2,ZX2,28/6/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 98,11/07/2022 00:00,
Serv-0053,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,4,JD71,28/6/2022,Jane Doe,7/10/2022 17:17,Service Request,Closed,,Site Name 97,07/10/2022 17:17,
Serv-0054,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,,ZX2,28/6/2022,Jane.Doe@domain.com,6/10/2022 12:29,Service Request,Closed,,,06/10/2022 12:29,
Serv-0055,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,,9GF,29/6/2022,Jane Doe,,Service Request,Open,,,18/07/2022 00:00,
Serv-0056,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,4,JD72,29/6/2022,,7/10/2022 0:29,Service Request,Closed,,,07/10/2022 00:29,
Serv-0057,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,2,ZX65,29/6/2022,,,Service Request,Open,,0,03/07/2022 00:00,
Serv-0058,Service Request,Closed,Video,PROCESS MOBILES SERVCES,,4,5AD,30/6/2022,Jane.Doe@domain.com,6/10/2022 12:29,Service Request,Closed,,0,06/10/2022 12:29,
Serv-0059,Service Request,Suspended,Voice,PROCESS VOICE SERVICES,,3,5AD,30/6/2022,Jane Doe,,Service Request,Open,,Site Name 98,22/07/2022 00:00,
Serv-0060,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX65,30/6/2022,Jane.Doe@domain.com,7/10/2022 0:29,Service Request,Closed,,Site Name 99,07/10/2022 00:29,
Serv-0061,Service Request,Suspended,Video,PROCESS VIDEO SERVICES,,4,JD72,30/6/2022,Jane Doe,,Service Request,Open,,Site Name 100,12/07/2022 00:00,
Serv-0062,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,4,9GF,1/7/2022,,7/10/2022 17:17,Service Request,Closed,,Site Name 99,07/10/2022 17:17,
Serv-0063,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,2,ZX2,1/7/2022,,,Service Request,Open,,Site Name 98,18/07/2022 00:00,
Serv-0064,Service Request,Closed,Video,PROCESS VIDEO SERVICES,,3,ZX2,1/7/2022,John Doe,,Service Request,Open,,,05/07/2022 00:00,
Serv-0065,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,2,JD72,1/7/2022,Jane.Doe@domain.com,8/10/2022 11:17,Service Request,Closed,,,08/10/2022 11:17,
Serv-0066,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,,5AD,2/7/2022,Jane Doe,8/10/2022 17:17,Service Request,Closed,,,08/10/2022 17:17,
Serv-0067,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,,ZX2,2/7/2022,John.Doe@domain.com,7/10/2022 12:29,Service Request,Closed,,0,07/10/2022 12:29,
Serv-0068,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD72,2/7/2022,Jane Doe,,Service Request,Open,,0,10/07/2022 00:00,
Serv-0069,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX2,3/7/2022,Jane.Doe@domain.com,8/10/2022 0:29,Service Request,Closed,,Site Name 99,08/10/2022 00:29,
Serv-0070,Service Request,Closed,Video,PROCESS VIDEO SERVICES,,2,9GF,3/7/2022,Jane Doe,,Service Request,Open,,Site Name 100,11/07/2022 00:00,
Serv-0071,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,4,JD73,3/7/2022,Jane.Doe@domain.com,7/10/2022 12:29,Service Request,Closed,,Site Name 101,07/10/2022 12:29,
Serv-0072,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX66,3/7/2022,Jane Doe,7/10/2022 12:29,Service Request,Closed,,Site Name 100,07/10/2022 12:29,
Serv-0073,Service Request,Suspended,Video,PROCESS VOICE SERVICES,,2,5AD,4/7/2022,,,Service Request,Open,,Site Name 99,05/07/2022 00:00,
Serv-0074,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,5AD,4/7/2022,,8/10/2022 0:29,Service Request,Closed,,,08/10/2022 00:29,
Serv-0075,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX66,4/7/2022,Jane.Doe@domain.com,,Service Request,Open,,,09/07/2022 00:00,
Serv-0076,Service Request,Closed,Video,PROCESS VOICE SERVICES,,4,JD73,4/7/2022,Jane Doe,8/10/2022 17:17,Service Request,Closed,,,08/10/2022 17:17,
